City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Buchanan,LR,2021-11-25 17:45:02,5.8808,-10.0467,301.26,75,42,3.85
294,Mackenzie,CA,2021-11-25 17:45:03,55.2999,-123.1698,275.27,87,90,5.66
295,Komsomolskiy,UZ,2021-11-25 17:45:03,40.4272,71.7189,280.83,53,100,4.12
296,Lashio,MM,2021-11-25 17:45:04,22.9333,97.75,286.75,97,0,0.62
297,Marsabit,KE,2021-11-25 17:45:04,2.3284,37.9899,299.05,31,85,4.94
298,Guymon,US,2021-11-25 17:44:11,36.6828,-101.4816,280.12,45,1,4.12
299,Severo-Yeniseyskiy,RU,2021-11-25 17:45:05,60.3725,93.0408,255.87,98,97,1.0
300,Caucaia,BR,2021-11-25 17:45:06,-3.7361,-38.6531,305.41,65,40,7.72
301,Sena Madureira,BR,2021-11-25 17:45:06,-9.0656,-68.6569,307.17,41,100,1.83
302,Passo De Camaragibe,BR,2021-11-25 17:45:06,-9.2368,-35.4901,305.9,57,43,5.17
303,Gerash,IR,2021-11-25 17:45:07,27.6652,54.1371,289.23,20,0,1.84
304,Dikson,RU,2021-11-25 17:45:08,73.5069,80.5464,254.45,93,100,2.11
305,Antalaha,MG,2021-11-25 17:45:08,-14.9003,50.2788,296.78,83,7,1.1
306,Japura,ID,2021-11-25 17:45:09,-0.3167,102.35,295.79,95,99,1.09
307,Kushmurun,KZ,2021-11-25 17:45:09,52.4503,64.6311,263.12,83,95,6.03
308,Acapulco,MX,2021-11-25 17:44:03,16.8634,-99.8901,303.05,62,20,2.06
309,Jiayuguan,CN,2021-11-25 17:45:10,39.8167,98.3,271.04,38,3,0.62
310,Santarem,BR,2021-11-25 17:45:11,-2.4431,-54.7083,303.22,79,75,2.06
311,Nazca,PE,2021-11-25 17:45:12,-14.8333,-74.95,301.92,34,79,3.94
312,Zhengjiatun,CN,2021-11-25 17:45:12,43.5064,123.5064,258.75,95,50,1.36
313,Cuyahoga Falls,US,2021-11-25 17:45:13,41.1339,-81.4846,281.16,89,90,0.45
314,Manokwari,ID,2021-11-25 17:45:13,-0.8667,134.0833,299.0,82,58,1.65
315,Sirjan,IR,2021-11-25 17:45:14,29.452,55.6814,286.95,21,0,2.0
316,Marystown,CA,2021-11-25 17:46:14,47.1666,-55.1483,285.29,100,100,2.68
317,Sembe,CG,2021-11-25 17:46:15,1.6481,14.5806,298.09,64,79,0.43
318,Bonthe,SL,2021-11-25 17:46:15,7.5264,-12.505,301.45,76,30,4.16
319,Saint-Louis,SN,2021-11-25 17:46:16,16.3333,-15.0,311.95,14,92,4.25
320,Alofi,NU,2021-11-25 17:46:16,-19.0595,-169.9187,294.09,94,58,0.0
321,Isangel,VU,2021-11-25 17:46:17,-19.55,169.2667,297.49,84,41,2.13
322,Dubai,AE,2021-11-25 17:45:16,25.2582,55.3047,301.05,57,0,2.57
323,Yaval,IN,2021-11-25 17:46:17,21.1667,75.7,297.01,40,60,1.66
324,Cruzeiro Do Sul,BR,2021-11-25 17:46:18,-29.5128,-51.9853,311.22,42,69,5.81
325,Bulgan,MN,2021-11-25 17:46:19,48.8125,103.5347,266.67,72,59,2.15
326,Hami,CN,2021-11-25 17:46:19,42.8,93.45,270.86,61,10,1.54
327,Takapau,NZ,2021-11-25 17:46:20,-40.0333,176.35,286.18,78,10,1.92
328,Waddan,LY,2021-11-25 17:46:20,29.1614,16.139,298.27,22,49,4.96
329,Gat,IL,2021-11-25 17:46:21,31.61,34.7642,292.53,100,4,1.58
330,Mount Isa,AU,2021-11-25 17:46:21,-20.7333,139.5,294.02,60,40,2.06
331,Hamilton,US,2021-11-25 17:44:05,39.1834,-84.5333,281.61,95,90,0.89
332,Harper,LR,2021-11-25 17:46:22,4.375,-7.7169,300.34,80,32,3.37
333,Abha,SA,2021-11-25 17:46:22,18.2164,42.5053,289.05,82,0,2.57
334,Ojinaga,MX,2021-11-25 17:46:23,29.5667,-104.4167,289.68,31,1,9.26
335,Aleksandrovskoye,RU,2021-11-25 17:46:23,44.7142,43.0008,273.23,87,8,4.65
336,Solnechnyy,RU,2021-11-25 17:46:24,50.7214,136.6319,268.95,95,100,3.42
337,Kaseda,JP,2021-11-25 17:46:24,31.4167,130.3167,288.61,61,27,4.44
338,Ola,RU,2021-11-25 17:46:25,59.5833,151.2833,254.02,84,10,6.8
339,Axim,GH,2021-11-25 17:46:25,4.8699,-2.2405,300.43,79,31,2.73
340,Maracaibo,VE,2021-11-25 17:43:22,10.6317,-71.6406,301.68,69,99,1.44
341,Doha,QA,2021-11-25 17:46:27,25.2867,51.5333,297.14,55,0,3.6
342,Kasongo-Lunda,CD,2021-11-25 17:46:28,-6.4667,16.8167,294.6,93,60,1.06
343,Kashiwazaki,JP,2021-11-25 17:46:29,37.3667,138.55,280.31,70,98,9.52
344,Cankuzo,BI,2021-11-25 17:46:30,-3.1333,30.5833,289.5,91,99,1.06
345,Souillac,MU,2021-11-25 17:46:30,-20.5167,57.5167,298.36,78,40,1.54
346,Santiago Del Estero,AR,2021-11-25 17:41:31,-27.7951,-64.2615,305.26,22,0,6.95
347,Aanekoski,FI,2021-11-25 17:46:31,62.6946,25.818,269.64,98,97,1.31
348,Sabha,LY,2021-11-25 17:46:31,27.0377,14.4283,297.98,18,1,4.13
349,Bubaque,GW,2021-11-25 17:46:32,11.2833,-15.8333,301.56,74,100,5.89
350,Bambanglipuro,ID,2021-11-25 17:46:33,-7.95,110.2833,298.88,84,100,1.77
351,Sabang,ID,2021-11-25 17:46:33,5.8933,95.3214,300.31,76,100,2.33
352,Banikoara,BJ,2021-11-25 17:46:34,11.2985,2.4386,302.98,16,6,2.51
353,Saint-Gilles,FR,2021-11-25 17:46:34,43.6766,4.4302,282.68,87,90,2.57
354,Lahat,ID,2021-11-25 17:46:35,-3.8,103.5333,296.39,93,100,0.52
355,Calabozo,VE,2021-11-25 17:46:35,8.9242,-67.4293,305.6,47,92,1.72
356,Severo-Kurilsk,RU,2021-11-25 17:46:36,50.6789,156.125,274.26,88,85,2.02
357,Tahe,CN,2021-11-25 17:46:36,52.3333,124.7333,258.35,93,80,1.43
358,Masvingo,ZW,2021-11-25 17:46:36,-20.0637,30.8277,292.09,69,90,5.54
359,Karpathos,GR,2021-11-25 17:46:37,35.507,27.2132,289.13,67,20,6.17
360,Lebu,CL,2021-11-25 17:47:38,-37.6167,-73.65,289.79,70,3,5.01
361,Virginia Beach,US,2021-11-25 17:44:29,36.8529,-75.978,288.18,39,1,7.72
362,Haines Junction,CA,2021-11-25 17:47:38,60.7522,-137.5108,256.12,71,100,3.09
363,Ostrovnoy,RU,2021-11-25 17:47:39,68.0531,39.5131,265.33,71,100,1.19
364,Vestmanna,FO,2021-11-25 17:47:39,62.1564,-7.1664,277.66,70,90,7.72
365,Sorada,IN,2021-11-25 17:47:40,19.75,84.4333,295.34,87,4,0.73
366,Vostok,RU,2021-11-25 17:47:40,46.4856,135.8833,260.55,97,100,1.9
367,Maebaru,JP,2021-11-25 17:47:41,33.55,130.2,284.8,64,1,4.06
368,Nago,JP,2021-11-25 17:47:41,26.5881,127.9761,293.24,66,100,3.45
369,Richards Bay,ZA,2021-11-25 17:47:42,-28.783,32.0377,292.08,76,100,3.37
370,Dicabisagan,PH,2021-11-25 17:47:42,17.0818,122.4157,297.22,96,100,5.71
371,Sola,VU,2021-11-25 17:47:43,-13.8833,167.55,300.0,75,55,8.39
372,Verkh-Usugli,RU,2021-11-25 17:47:43,52.7,115.1667,253.66,100,47,0.47
373,Gallup,US,2021-11-25 17:47:44,35.5281,-108.7426,275.06,50,1,2.24
374,Nome,US,2021-11-25 17:44:46,64.5011,-165.4064,250.19,64,1,0.0
375,Cacu,BR,2021-11-25 17:47:44,-18.5567,-51.1308,306.56,37,97,1.95
376,Nelson Bay,AU,2021-11-25 17:47:45,-32.7167,152.15,294.32,96,100,4.87
377,Atar,MR,2021-11-25 17:47:45,20.5169,-13.0499,305.33,19,100,3.93
378,Vestmannaeyjar,IS,2021-11-25 17:47:46,63.4427,-20.2734,278.7,75,40,11.83
379,Hammerfest,NO,2021-11-25 17:47:46,70.6634,23.6821,268.4,63,100,4.63
380,Limbdi,IN,2021-11-25 17:47:47,22.5667,71.8,297.46,30,1,2.61
381,Xichang,CN,2021-11-25 17:47:47,27.8964,102.2634,282.91,75,71,0.95
382,Port Hedland,AU,2021-11-25 17:47:48,-20.3167,118.5667,296.18,73,2,3.6
383,Porto Novo,BJ,2021-11-25 17:45:59,6.4965,2.6036,300.63,79,40,3.52
384,Magadan,RU,2021-11-25 17:44:31,59.5667,150.8,255.65,76,10,6.36
385,Yerbogachen,RU,2021-11-25 17:47:48,61.2767,108.0108,259.34,98,99,1.71
386,Victor Harbor,AU,2021-11-25 17:47:49,-35.5667,138.6167,288.2,78,100,9.19
387,Chernyshevskiy,RU,2021-11-25 17:47:50,63.0128,112.4714,251.69,100,99,1.26
388,Conakry,GN,2021-11-25 17:47:50,9.538,-13.6773,305.19,70,75,5.14
389,Nagtipunan,PH,2021-11-25 17:47:50,16.2167,121.6,296.46,98,100,0.69
390,Liverpool,GB,2021-11-25 17:44:19,53.4106,-2.9779,279.61,77,20,1.34
391,Albury,AU,2021-11-25 17:47:51,-36.0833,146.9167,290.18,82,90,4.63
392,Kovernino,RU,2021-11-25 17:47:52,57.1253,43.8142,267.78,96,92,3.1
393,Necochea,AR,2021-11-25 17:47:52,-38.5473,-58.7368,296.36,55,100,4.63
394,Laguna Beach,US,2021-11-25 17:47:53,33.5423,-117.7831,297.24,12,1,3.58
395,Jawhar,SO,2021-11-25 17:47:53,2.7809,45.5005,299.73,79,93,6.65
396,Krasnoselkup,RU,2021-11-25 17:47:54,65.7,82.4667,255.11,97,98,4.73
397,Dhidhdhoo,MV,2021-11-25 17:47:54,6.8833,73.1,300.59,70,100,1.57
398,Lucapa,AO,2021-11-25 17:47:55,-8.4192,20.7447,293.02,92,79,0.32
399,Teya,RU,2021-11-25 17:47:55,60.3778,92.6267,258.32,98,100,0.62
400,Kulhudhuffushi,MV,2021-11-25 17:47:56,6.6221,73.07,300.7,70,100,2.02
401,Eyl,SO,2021-11-25 17:47:56,7.9803,49.8164,299.78,79,45,8.96
402,Faya,SA,2021-11-25 17:47:57,18.3851,42.4509,289.21,74,36,1.81
403,Sao Joao Da Barra,BR,2021-11-25 17:46:42,-21.6403,-41.0511,300.2,70,37,4.67
404,Marrakesh,MA,2021-11-25 17:45:33,31.6315,-8.0083,288.19,55,75,2.06
405,Tromso,NO,2021-11-25 17:47:58,69.6496,18.957,268.16,58,0,0.89
406,Havre-Saint-Pierre,CA,2021-11-25 17:48:58,50.2334,-63.5986,278.35,100,90,4.63
407,Aljezur,PT,2021-11-25 17:48:59,37.3191,-8.8033,284.92,72,41,5.16
408,Saint-Augustin,CA,2021-11-25 17:47:49,51.226,-58.6502,280.68,98,100,6.49
409,Jumla,NP,2021-11-25 17:48:59,29.2747,82.1838,276.35,62,0,1.6
410,Pangnirtung,CA,2021-11-25 17:49:00,66.1451,-65.7125,270.15,74,90,2.06
411,Kjopsvik,NO,2021-11-25 17:49:00,68.097,16.3742,269.91,80,100,3.3
412,Tshikapa,CD,2021-11-25 17:49:01,-6.4167,20.8,295.27,94,87,1.35
413,Fairbanks,US,2021-11-25 17:49:01,64.8378,-147.7164,247.58,73,1,0.0
414,Tefe,BR,2021-11-25 17:49:02,-3.3542,-64.7114,305.21,66,20,2.57
415,Lombardia,MX,2021-11-25 17:49:03,19.15,-102.0333,301.04,39,1,1.62
416,Catia La Mar,VE,2021-11-25 17:49:03,10.6038,-67.0303,301.0,85,50,2.07
417,Rawson,AR,2021-11-25 17:49:03,-43.3002,-65.1023,296.03,32,11,7.7
418,Villaviciosa,ES,2021-11-25 17:49:04,43.4813,-5.4357,283.71,87,98,2.02
419,Abu Road,IN,2021-11-25 17:49:05,24.4833,72.7833,294.61,36,0,1.51
420,Bengkulu,ID,2021-11-25 17:49:05,-3.8004,102.2655,298.35,84,71,1.69
421,Russkaya Polyana,UA,2021-11-25 17:49:05,49.417,31.9201,274.24,75,6,5.79
422,Constitucion,CL,2021-11-25 17:49:06,-35.3333,-72.4167,292.92,63,13,7.35
423,Mana,GF,2021-11-25 17:49:06,5.6592,-53.7767,301.55,73,83,3.45
424,Ipixuna,BR,2021-11-25 17:49:07,-1.7625,-48.8043,300.12,71,100,2.09
425,Udachnyy,RU,2021-11-25 17:49:07,66.4167,112.4,245.37,100,79,2.66
426,Bandarbeyla,SO,2021-11-25 17:49:08,9.4942,50.8122,299.34,84,66,8.2
427,San Patricio,US,2021-11-25 17:49:08,28.017,-97.5169,299.14,69,97,7.32
428,Lavrentiya,RU,2021-11-25 17:49:09,65.5833,-171.0,251.61,89,3,4.0
429,Nadvoitsy,RU,2021-11-25 17:49:09,63.8667,34.3167,269.35,94,100,6.83
430,Lithgow,AU,2021-11-25 17:49:10,-33.4833,150.15,288.97,100,88,1.49
431,Cartagena,CO,2021-11-25 17:49:10,10.3997,-75.5144,301.94,79,40,2.57
432,Iaciara,BR,2021-11-25 17:49:11,-14.0958,-46.6317,307.34,21,53,3.41
433,Qasigiannguit,GL,2021-11-25 17:49:11,68.8193,-51.1922,270.29,85,97,3.59
434,Sibut,CF,2021-11-25 17:49:12,5.718,19.0739,298.84,38,8,0.93
435,Port Blair,IN,2021-11-25 17:49:12,11.6667,92.75,298.73,86,100,2.12
436,Haljala,EE,2021-11-25 17:49:13,59.4336,26.2614,277.97,96,100,3.87
437,Novi Bilokorovychi,UA,2021-11-25 17:49:13,51.1155,28.0546,274.9,73,6,5.69
438,Curtea,RO,2021-11-25 17:49:13,45.8167,22.3,278.34,72,5,1.95
439,San Policarpo,PH,2021-11-25 17:49:14,12.1791,125.5072,300.61,82,100,2.1
440,Mitsamiouli,KM,2021-11-25 17:49:14,-11.3847,43.2844,300.03,77,54,3.8
441,La Ferte-Bernard,FR,2021-11-25 17:49:15,48.1863,0.6536,282.32,88,98,5.78
442,Ndende,GA,2021-11-25 17:49:15,-2.4008,11.3581,296.97,94,98,1.06
443,Mehriz,IR,2021-11-25 17:49:16,31.5917,54.4318,284.43,37,16,0.9
444,Wanaka,NZ,2021-11-25 17:49:16,-44.7,169.15,284.17,82,100,3.54
445,Egvekinot,RU,2021-11-25 17:49:17,66.3167,-179.1667,245.89,89,85,4.69
446,Saint Cloud,US,2021-11-25 17:48:22,45.5608,-94.1625,266.44,54,1,1.34
447,Si Satchanalai,TH,2021-11-25 17:49:17,17.5169,99.7598,296.25,94,5,1.14
448,Kharsia,IN,2021-11-25 17:49:18,21.9667,83.1167,293.24,58,0,1.23
449,Abu Dhabi,AE,2021-11-25 17:48:29,24.4667,54.3667,299.24,66,0,1.54
450,Nouakchott,MR,2021-11-25 17:49:18,18.0858,-15.9785,305.11,35,100,2.34
451,Berlevag,NO,2021-11-25 17:49:19,70.8578,29.0864,266.04,86,90,5.14
452,Adrar,MR,2021-11-25 17:49:20,20.5022,-10.0711,301.2,25,83,2.46
453,Asau,RO,2021-11-25 17:49:20,46.4333,26.4,273.66,80,1,2.71
454,Burley,US,2021-11-25 17:50:21,42.5357,-113.7928,275.1,74,1,2.06
455,Guerrero Negro,MX,2021-11-25 17:50:21,27.9769,-114.0611,294.96,48,1,0.34
456,Tolga,DZ,2021-11-25 17:50:22,34.7222,5.3785,288.6,47,48,2.9
457,Isla Mujeres,MX,2021-11-25 17:50:22,21.2311,-86.731,300.18,60,51,4.14
458,Muskogee,US,2021-11-25 17:50:23,35.5834,-95.3336,280.91,56,1,8.75
459,Praya,CV,2021-11-25 17:50:24,14.9215,-23.5087,302.45,70,75,2.57
460,Gold Coast,AU,2021-11-25 17:46:17,-28.0,153.4333,296.59,96,75,2.57
461,Nador,MA,2021-11-25 17:50:25,35.174,-2.9287,290.19,71,20,1.54
462,Kiruna,SE,2021-11-25 17:50:25,67.8557,20.2251,258.66,85,90,0.51
463,Goldap,PL,2021-11-25 17:50:26,54.3063,22.3036,275.78,76,48,5.81
464,Tazovskiy,RU,2021-11-25 17:50:27,67.4667,78.7,251.31,99,96,2.87
465,Naze,JP,2021-11-25 17:50:28,28.3667,129.4833,288.58,63,100,2.71
466,Asfi,MA,2021-11-25 17:50:28,32.2994,-9.2372,290.0,62,94,2.62
467,Cairns,AU,2021-11-25 17:48:08,-16.9167,145.7667,299.3,89,90,2.57
468,Puksoozero,RU,2021-11-25 17:50:29,62.5903,40.6066,267.28,94,100,4.46
469,Beloha,MG,2021-11-25 17:50:29,-25.1667,45.05,292.56,65,30,4.54
470,Deputatskiy,RU,2021-11-25 17:50:30,69.3,139.9,241.64,87,85,0.6
471,Salina Cruz,MX,2021-11-25 17:50:30,16.1667,-95.2,304.9,43,0,6.16
472,Puerto Del Rosario,ES,2021-11-25 17:50:31,28.5004,-13.8627,293.01,68,40,4.63
473,Copiapo,CL,2021-11-25 17:50:32,-27.3667,-70.3333,290.98,28,0,4.34
474,Kawalu,ID,2021-11-25 17:50:32,-7.3817,108.2082,295.95,95,98,0.33
475,Palmer,US,2021-11-25 17:49:33,42.1584,-72.3287,285.08,44,89,0.45
476,Goderich,CA,2021-11-25 17:50:11,43.7501,-81.7165,279.93,93,100,2.57
477,Ishimbay,RU,2021-11-25 17:50:33,53.4545,56.0415,267.81,93,100,4.4
478,Geraldton,AU,2021-11-25 17:50:33,-28.7667,114.6,289.38,72,0,2.57
479,Houma,US,2021-11-25 17:50:34,29.5958,-90.7195,298.72,63,1,6.17
480,Narsaq,GL,2021-11-25 17:50:34,60.9167,-46.05,275.26,99,100,2.75
481,Balykshi,KZ,2021-11-25 17:50:35,47.0667,51.8667,270.15,86,75,5.0
482,Montemor-O-Novo,PT,2021-11-25 17:50:35,38.6481,-8.2145,281.82,90,69,1.28
483,Gigmoto,PH,2021-11-25 17:50:36,13.7796,124.39,300.0,86,94,2.05
484,Lakatoro,VU,2021-11-25 17:50:36,-16.0999,167.4164,299.36,78,3,4.97
485,Agadez,NE,2021-11-25 17:50:36,19.75,10.25,300.0,15,1,4.68
486,Gardenstown,GB,2021-11-25 17:50:37,57.671,-2.336,277.08,78,100,7.02
487,Buzmeyin,TM,2021-11-25 17:50:38,38.0507,58.2056,282.0,87,90,1.03
488,Berlin,DE,2021-11-25 17:46:25,52.5244,13.4105,278.35,84,40,5.36
489,Labrea,BR,2021-11-25 17:50:39,-7.2586,-64.7981,303.82,66,100,0.95
490,Manakara,MG,2021-11-25 17:50:40,-22.1333,48.0167,295.48,90,100,5.78
491,Loukhi,RU,2021-11-25 17:50:40,66.0764,33.0381,268.43,93,100,4.74
492,Kindersley,CA,2021-11-25 17:50:41,51.4668,-109.1682,274.03,86,90,4.12
493,Zhanakorgan,KZ,2021-11-25 17:50:41,43.9098,67.2495,272.37,70,83,5.94
494,Fort Myers Beach,US,2021-11-25 17:50:42,26.452,-81.9481,300.2,53,1,1.34
495,Bathsheba,BB,2021-11-25 17:50:42,13.2167,-59.5167,303.49,70,20,3.6
496,Bud,US,2021-11-25 17:50:43,39.447,-86.1758,282.27,93,100,5.75
497,Boa Vista,BR,2021-11-25 17:50:43,2.8197,-60.6733,307.14,46,75,4.63
498,Kamaishi,JP,2021-11-25 17:50:44,39.2667,141.8833,277.83,81,54,4.13
499,Praia Da Vitoria,PT,2021-11-25 17:51:44,38.7333,-27.0667,289.29,88,75,13.05
500,Bannu,PK,2021-11-25 17:51:45,32.9854,70.6027,290.34,23,0,0.97
501,Birao,CF,2021-11-25 17:51:45,10.2849,22.7882,297.92,20,20,2.69
502,Junction City,US,2021-11-25 17:51:46,39.0286,-96.8314,276.82,55,1,0.89
503,Coquimbo,CL,2021-11-25 17:51:46,-29.9533,-71.3436,291.0,72,40,5.14
504,Tatarsk,RU,2021-11-25 17:51:47,55.219,75.9828,254.71,98,47,3.54
505,Xai-Xai,MZ,2021-11-25 17:51:48,-25.0519,33.6442,294.73,69,53,4.18
506,Mildura,AU,2021-11-25 17:47:03,-34.2,142.15,286.13,71,93,5.66
507,Oranjemund,NA,2021-11-25 17:51:48,-28.55,16.4333,291.11,83,63,2.93
508,Duldurga,RU,2021-11-25 17:51:49,50.6761,113.5931,258.37,94,43,1.14
509,Guaratinga,BR,2021-11-25 17:51:49,-16.5667,-39.5667,299.52,44,57,4.64
510,Shubarkuduk,KZ,2021-11-25 17:51:50,49.1447,56.4872,267.12,71,100,7.28
511,Grand-Lahou,CI,2021-11-25 17:51:50,5.1367,-5.0242,300.87,79,49,4.17
512,Shingu,JP,2021-11-25 17:51:51,33.7333,135.9833,284.43,71,0,2.97
513,Thompson,CA,2021-11-25 17:50:11,55.7435,-97.8558,247.24,76,20,1.03
514,Ladysmith,CA,2021-11-25 17:51:51,48.9829,-123.8194,280.75,98,90,0.89
515,Dombarovskiy,RU,2021-11-25 17:51:52,50.7587,59.5386,266.01,83,100,9.07
516,Nowy Dwor Gdanski,PL,2021-11-25 17:51:52,54.2131,19.1177,277.15,73,86,5.52
517,Broken Hill,AU,2021-11-25 17:51:53,-31.95,141.4333,288.99,77,90,9.77
518,Kuytun,RU,2021-11-25 17:51:53,54.3419,101.5036,266.55,89,100,2.83
519,Chapais,CA,2021-11-25 17:51:54,49.7834,-74.8492,271.03,100,100,0.94
520,Willowmore,ZA,2021-11-25 17:51:54,-33.2926,23.4895,286.71,71,68,12.23
521,Inhambane,MZ,2021-11-25 17:51:55,-23.865,35.3833,297.14,60,40,3.13
522,Suoyarvi,RU,2021-11-25 17:51:55,62.0833,32.35,275.25,91,100,4.64
523,Zhigansk,RU,2021-11-25 17:51:56,66.7697,123.3711,250.31,86,100,5.15
524,Shymkent,KZ,2021-11-25 17:51:56,42.3,69.6,277.48,100,90,3.0
525,Vidim,RU,2021-11-25 17:51:57,56.4088,103.1106,266.16,96,100,1.78
526,Leshukonskoye,RU,2021-11-25 17:51:57,64.8989,45.7622,259.7,98,78,1.5
527,Saquena,PE,2021-11-25 17:51:58,-4.6667,-73.5167,298.0,89,100,1.03
528,Barra Patuca,HN,2021-11-25 17:51:58,15.8,-84.2833,300.53,71,85,4.35
529,Manggar,ID,2021-11-25 17:51:59,-2.8833,108.2667,299.16,85,68,2.26
530,Kiyevskoye,RU,2021-11-25 17:51:59,45.0383,37.8883,274.32,78,0,2.29
531,Trairi,BR,2021-11-25 17:48:17,-3.2778,-39.2689,303.92,54,99,6.8
532,Shushtar,IR,2021-11-25 17:52:00,32.0455,48.8567,292.63,51,98,2.22
533,Port-Cartier,CA,2021-11-25 17:52:00,50.0334,-66.8654,277.27,67,60,1.5
534,Hovd,MN,2021-11-25 17:52:01,48.0056,91.6419,272.46,44,100,4.12
535,Lasa,IT,2021-11-25 17:52:01,46.6166,10.7002,278.85,96,98,0.96
536,Maraba,BR,2021-11-25 17:52:02,-5.3686,-49.1178,306.25,66,40,2.06
537,Padang,ID,2021-11-25 17:52:02,-0.9492,100.3543,298.18,78,98,1.59
538,Fallon,US,2021-11-25 17:52:03,39.4735,-118.7774,278.1,53,1,0.0
539,Antofagasta,CL,2021-11-25 17:52:03,-23.65,-70.4,293.83,55,44,4.05
540,Techiman,GH,2021-11-25 17:53:04,7.5862,-1.9414,300.84,42,14,0.97
541,Lilongwe,MW,2021-11-25 17:53:04,-13.9669,33.7873,293.26,94,75,8.23
542,Aldan,RU,2021-11-25 17:53:05,58.6031,125.3894,252.89,93,75,1.7
543,Alta,NO,2021-11-25 17:53:05,69.9689,23.2717,261.74,73,0,2.57
544,Terra Santa,BR,2021-11-25 17:53:06,-2.1042,-56.4869,308.41,38,50,1.9
545,Bombay,IN,2021-11-25 17:51:10,19.0144,72.8479,302.14,61,66,2.06
546,Cabedelo,BR,2021-11-25 17:53:06,-6.9811,-34.8339,305.52,65,58,5.32
547,Vilkija,LT,2021-11-25 17:53:07,55.05,23.5833,277.11,81,59,5.44
548,Mugur-Aksy,RU,2021-11-25 17:53:07,50.35,90.5,262.91,92,83,4.5
549,Palora,EC,2021-11-25 17:53:07,-1.7,-77.9333,300.14,94,100,0.2
550,Changtu,CN,2021-11-25 17:53:08,42.7788,124.0955,264.19,90,7,0.74
551,Mpongwe,ZM,2021-11-25 17:53:08,-13.5091,28.155,291.88,94,100,1.32
552,Nioki,CD,2021-11-25 17:53:09,-2.7167,17.6833,295.83,95,93,1.06
553,Kapit,MY,2021-11-25 17:53:09,2.0167,112.9333,296.32,99,97,0.44
554,Sioux Lookout,CA,2021-11-25 17:53:10,50.1001,-91.917,259.36,72,40,5.14
555,San Fernando,PH,2021-11-25 17:53:03,15.0286,120.6898,300.2,85,99,1.59
556,Karagay,RU,2021-11-25 17:53:10,58.2667,54.9368,262.31,98,91,1.66
557,Colac,AU,2021-11-25 17:53:11,-38.3333,143.5833,284.5,80,88,4.66
558,Bilma,NE,2021-11-25 17:53:11,18.6853,12.9164,300.73,15,0,3.26
559,Aykhal,RU,2021-11-25 17:53:12,66.0,111.5,247.73,100,100,3.17
560,Makat,KZ,2021-11-25 17:53:12,47.6469,53.3463,271.64,68,6,5.6
561,Umm Kaddadah,SD,2021-11-25 17:53:13,13.6017,26.6876,295.88,13,6,5.52
562,Lyuban,BY,2021-11-25 17:53:13,52.7985,28.0048,274.96,80,9,5.78
563,Husavik,IS,2021-11-25 17:53:14,66.0449,-17.3389,272.1,78,98,10.93
564,Pingliang,CN,2021-11-25 17:53:14,35.5392,106.6861,276.24,32,10,1.92
565,Nizwa,OM,2021-11-25 17:53:15,22.9333,57.5333,298.26,41,0,2.13
566,Pacific Grove,US,2021-11-25 17:53:15,36.6177,-121.9166,293.04,45,1,0.89
567,Tim,RU,2021-11-25 17:53:16,51.6222,37.1244,274.77,84,97,4.91
568,Bossangoa,CF,2021-11-25 17:53:16,6.4926,17.4552,298.93,34,11,0.64
569,Cocobeach,GA,2021-11-25 17:53:17,1.0002,9.5823,301.11,81,39,3.2
570,Buenos Aires,AR,2021-11-25 17:51:49,-34.6132,-58.3772,292.09,88,90,5.14
571,Poum,NC,2021-11-25 17:53:18,-20.2333,164.0167,297.72,77,9,2.38
572,Comodoro Rivadavia,AR,2021-11-25 17:53:19,-45.8667,-67.5,296.07,27,40,6.17
573,Capitan Bado,PY,2021-11-25 17:53:19,-23.2667,-55.5333,303.74,56,87,2.71
574,Bairiki,KI,2021-11-25 17:53:20,1.3292,172.9752,300.15,78,40,6.69
575,Kazanskaya,RU,2021-11-25 17:53:20,45.4106,40.4361,273.41,80,0,3.21
576,Turukhansk,RU,2021-11-25 17:53:20,65.8167,87.9833,257.74,95,100,3.83
577,Sept-Iles,CA,2021-11-25 17:52:02,50.2001,-66.3821,277.44,77,90,0.45
578,Nemuro,JP,2021-11-25 17:53:21,43.3236,145.575,275.51,66,28,5.65
579,Rawlins,US,2021-11-25 17:53:21,41.7911,-107.2387,275.27,31,17,13.19
580,Faanui,PF,2021-11-25 17:53:22,-16.4833,-151.75,300.96,75,13,7.85
581,Samana,DO,2021-11-25 17:53:22,19.2056,-69.3369,302.13,89,75,3.09
582,Barcelos,PT,2021-11-25 17:53:23,41.5388,-8.6151,285.33,72,42,3.22
583,Ames,US,2021-11-25 17:53:23,42.0347,-93.6199,269.88,67,1,3.58
584,Anahuac,MX,2021-11-25 17:53:24,27.2333,-100.15,295.43,67,84,10.51
585,Monki,PL,2021-11-25 17:53:24,53.405,22.7979,272.97,75,30,5.0
586,Pyay,MM,2021-11-25 17:53:25,18.8167,95.2167,295.59,91,0,1.34
587,Zabid,YE,2021-11-25 17:53:25,14.1951,43.3152,301.24,59,12,3.41
588,Vao,NC,2021-11-25 17:54:25,-22.6667,167.4833,296.76,84,96,7.83
589,Ankang,CN,2021-11-25 17:54:26,32.68,109.0172,282.09,77,1,0.16
