City_ID,City,Country,Max_Temp,Current_Description,Lat,Lng,Hotel Name
244,Taltal,CL,66.38000000000005,few clouds,-25.4,-70.4833,Residencial Karime
247,Tra Vinh,VN,74.26399999999995,moderate rain,9.9347,106.3453,Hồng Ân
248,Wanning,CN,72.69800000000004,overcast clouds,18.8003,110.3967,Paradise Hotel
253,Grand Gaube,MU,77.39600000000002,scattered clouds,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
256,Georgetown,MY,76.94599999999997,moderate rain,5.4112,100.3354,Cititel Penang
258,Talcahuano,CL,65.87600000000003,clear sky,-36.7167,-73.1167,departamento comodo
260,Laja,CL,73.68800000000005,clear sky,-37.2667,-72.7,Camping Los Martínez
262,Moyo,UG,71.40199999999999,overcast clouds,3.6609,31.7247,Amelia Guest House
274,Farafangana,MG,69.96200000000005,broken clouds,-22.8167,47.8333,Miarina
275,Geraldton,AU,70.214,overcast clouds,-28.7667,114.6,Broadwater Mariner Resort
277,Hambantota,LK,78.07999999999998,overcast clouds,6.1241,81.1185,Bungalow 63
282,Umtata,ZA,65.30000000000001,scattered clouds,-31.5889,28.7844,LLZZ Boutique Lodge
283,Sampit,ID,71.52800000000008,overcast clouds,-2.5333,112.95,Aquarius Boutique Hotel Sampit
285,Dawei,MM,71.834,scattered clouds,14.0833,98.2,Hotel Dawei
290,Coolum Beach,AU,71.65400000000005,overcast clouds,-26.5333,153.1,Palmer Coolum Resort
292,Mayumba,GA,79.214,overcast clouds,-3.432,10.6554,LIKWALE LODGE
293,Popondetta,PG,73.56200000000007,broken clouds,-8.7537,148.2534,Timos Transit House
301,Cabo San Lucas,MX,77.30599999999998,overcast clouds,22.8909,-109.9124,Hotel Tesoro Los Cabos
308,Jasdan,IN,77.41400000000004,clear sky,22.0333,71.2,Radhuvir Guest House & A World Restaurant
310,Hervey Bay,AU,71.70799999999991,broken clouds,-25.2986,152.8535,Shelly Bay Resort
315,Alofi,NU,73.29199999999997,overcast clouds,-19.0595,-169.9187,Taloa Heights
318,Hit,IQ,65.44400000000002,broken clouds,33.6416,42.8251,صالون زيرو
320,Key Largo,US,75.19999999999999,broken clouds,25.0865,-80.4473,Bayside Inn Key Largo
328,Maldonado,UY,67.38799999999998,light rain,-34.6667,-54.9167,La Cimarrona
330,Adrar,MR,71.906,clear sky,20.5022,-10.0711,
331,Kanigoro,ID,74.53399999999993,heavy intensity rain,-8.13,112.219,Musafer Villa ( Villa Erlin )
334,Mormugao,IN,79.86200000000002,mist,15.4,73.8,Coconut Creek Resort
