City_ID,City,Lat,Lng,Max_Temp,Humidity,Cloudiness,Wind Speed,Current_Description,Country,Date
118,Jinchang,38.4953,102.1739,26.99599999999998,51,100,4.64,overcast clouds,CN,2021-11-28 17:15:03
119,Sao Luiz Gonzaga,-28.4083,-54.9608,71.02399999999994,84,100,2.91,moderate rain,BR,2021-11-28 17:15:03
120,Rio Cuarto,-33.1307,-64.3499,74.96599999999995,41,75,9.26,broken clouds,AR,2021-11-28 17:10:16
121,Pemba,-12.974,40.5178,79.50200000000001,78,20,4.63,few clouds,MZ,2021-11-28 17:15:04
122,Tiarei,-17.5333,-149.3333,78.81800000000004,78,63,7.19,light rain,PF,2021-11-28 17:15:04
123,Groa,62.65,8.7167,23.089999999999975,78,8,4.65,clear sky,NO,2021-11-28 17:15:04
124,Matara,5.9485,80.5353,76.65799999999996,91,96,2.58,overcast clouds,LK,2021-11-28 17:15:05
125,Gurupi,-11.7292,-49.0686,88.10599999999994,56,72,3.92,broken clouds,BR,2021-11-28 17:15:05
126,Russkaya Polyana,49.417,31.9201,46.68799999999999,92,93,4.63,overcast clouds,UA,2021-11-28 17:15:06
127,Saint-Philippe,-21.3585,55.7679,76.58600000000007,85,67,1.78,light rain,RE,2021-11-28 17:15:06
128,Anadyr,64.75,177.4833,1.9039999999999964,78,90,2.0,light snow,RU,2021-11-28 17:15:07
129,Wasilla,61.5814,-149.4394,-2.7760000000000105,76,1,0.0,clear sky,US,2021-11-28 17:11:24
130,Bengkulu,-3.8004,102.2655,76.49600000000004,86,83,1.77,broken clouds,ID,2021-11-28 17:15:07
131,Barmer,25.75,71.3833,73.07600000000008,26,4,1.93,clear sky,IN,2021-11-28 17:15:08
132,Kachiry,53.0675,76.1036,11.930000000000007,88,94,2.97,overcast clouds,KZ,2021-11-28 17:15:08
133,Tutoia,-2.7619,-42.2744,91.382,63,66,5.86,broken clouds,BR,2021-11-28 17:15:09
134,Dudinka,69.4058,86.1778,-17.248000000000047,100,98,0.08,overcast clouds,RU,2021-11-28 17:15:09
135,Husavik,66.0449,-17.3389,26.510000000000048,92,100,4.13,light snow,IS,2021-11-28 17:15:10
136,Lavrentiya,65.5833,-171.0,-10.533999999999992,94,5,2.59,clear sky,RU,2021-11-28 17:15:10
137,Petropavlovsk-Kamchatskiy,53.0452,158.6483,9.194000000000017,56,0,4.0,clear sky,RU,2021-11-28 17:15:10
138,Kropotkin,45.4375,40.5756,54.93199999999996,72,100,1.44,moderate rain,RU,2021-11-28 17:16:11
139,Primorsko,42.2667,27.7667,55.867999999999995,70,82,6.17,broken clouds,BG,2021-11-28 17:16:11
140,Chuy,-33.6971,-53.4616,70.96999999999997,87,100,2.9,moderate rain,UY,2021-11-28 17:16:12
141,Coahuayana,18.7333,-103.6833,89.07800000000003,41,0,0.84,clear sky,MX,2021-11-28 17:16:12
142,Pierre,44.3683,-100.351,32.91800000000006,86,1,3.09,clear sky,US,2021-11-28 17:16:12
143,Srednekolymsk,67.45,153.6833,-37.210000000000036,99,99,2.9,overcast clouds,RU,2021-11-28 17:16:13
144,Lompoc,34.6391,-120.4579,63.31999999999999,28,1,2.57,clear sky,US,2021-11-28 17:16:13
145,Poum,-20.2333,164.0167,79.37600000000003,78,77,2.97,broken clouds,NC,2021-11-28 17:16:14
146,Yuli,9.6989,10.2744,85.17199999999997,14,24,2.45,few clouds,NG,2021-11-28 17:16:14
147,Ambilobe,-13.2,49.05,76.69400000000002,85,100,1.78,light rain,MG,2021-11-28 17:16:15
148,Shiyan,32.6475,110.7781,47.85799999999995,65,9,1.24,clear sky,CN,2021-11-28 17:13:03
149,Manta,-0.95,-80.7333,82.18399999999991,69,75,2.57,broken clouds,EC,2021-11-28 17:16:15
150,Lorengau,-2.0226,147.2712,80.78000000000003,79,84,0.93,broken clouds,PG,2021-11-28 17:16:16
151,Nouadhibou,20.931,-17.0347,75.18199999999996,43,10,8.75,sand,MR,2021-11-28 17:16:16
152,Klatovy,49.3955,13.2951,31.262,93,99,1.8,overcast clouds,CZ,2021-11-28 17:16:17
153,Zhanaozen,43.3,52.8,41.30599999999998,38,57,4.11,broken clouds,KZ,2021-11-28 17:16:17
154,Sjenica,43.2731,19.9994,43.339999999999975,79,84,7.54,broken clouds,RS,2021-11-28 17:16:18
155,Codrington,-38.2667,141.9667,46.652000000000044,93,21,3.4,few clouds,AU,2021-11-28 17:16:18
156,Vila Velha,-20.3297,-40.2925,84.14600000000002,70,20,6.17,few clouds,BR,2021-11-28 17:16:18
157,Omboue,-1.5746,9.2618,78.69199999999995,86,87,3.68,light rain,GA,2021-11-28 17:16:19
158,High Level,58.5169,-117.136,8.70799999999997,92,75,1.03,broken clouds,CA,2021-11-28 17:16:19
159,Calabozo,8.9242,-67.4293,90.30200000000008,48,57,3.28,broken clouds,VE,2021-11-28 17:16:19
160,Baykit,61.67,96.37,11.336000000000013,96,100,1.11,light snow,RU,2021-11-28 17:16:20
161,Mount Gambier,-37.8333,140.7667,48.110000000000014,93,40,0.0,fog,AU,2021-11-28 17:16:20
162,Nikolskoye,59.7035,30.7861,26.491999999999962,97,96,0.93,overcast clouds,RU,2021-11-28 17:16:21
163,College,64.8569,-147.8028,-18.74200000000002,69,75,1.54,light snow,US,2021-11-28 17:16:21
164,Mgandu,-5.95,34.1333,74.83999999999997,36,77,3.9,broken clouds,TZ,2021-11-28 17:16:21
165,Zhigansk,66.7697,123.3711,-5.458000000000027,98,99,3.56,overcast clouds,RU,2021-11-28 17:16:22
166,Castro,-24.7911,-50.0119,82.72399999999999,39,78,3.35,broken clouds,BR,2021-11-28 17:16:22
167,Bonthe,7.5264,-12.505,82.79599999999999,72,52,3.2,light rain,SL,2021-11-28 17:16:23
168,Yeppoon,-23.1333,150.7333,74.98399999999998,84,6,4.36,clear sky,AU,2021-11-28 17:16:23
169,Avarua,-21.2078,-159.775,69.85399999999998,94,22,1.03,few clouds,CK,2021-11-28 17:13:59
170,Kaeo,-35.1,173.7833,58.01000000000005,92,100,0.94,overcast clouds,NZ,2021-11-28 17:16:24
171,Berbera,10.4396,45.0143,82.61599999999993,55,3,3.38,clear sky,SO,2021-11-28 17:16:25
172,Ewo,-0.8725,14.8206,79.358,71,98,0.92,overcast clouds,CG,2021-11-28 17:16:25
173,Taunggyi,20.7833,97.0333,58.55000000000001,81,79,0.42,broken clouds,MM,2021-11-28 17:16:25
174,Vao,-22.6667,167.4833,75.57800000000003,88,56,8.66,broken clouds,NC,2021-11-28 17:16:26
175,Wagga Wagga,-35.1167,147.3667,55.81400000000002,82,40,3.09,scattered clouds,AU,2021-11-28 17:16:26
176,Ulaangom,49.9811,92.0667,10.54400000000004,77,53,1.69,broken clouds,MN,2021-11-28 17:16:26
177,Guarapari,-20.6667,-40.4975,84.09199999999993,71,6,1.91,clear sky,BR,2021-11-28 17:16:27
178,Cidreira,-30.1811,-50.2056,76.22600000000006,74,100,2.96,overcast clouds,BR,2021-11-28 17:16:27
179,Kaseda,31.4167,130.3167,52.627999999999986,72,4,3.85,clear sky,JP,2021-11-28 17:16:28
180,Luanda,-8.8368,13.2343,82.39999999999992,74,20,3.6,few clouds,AO,2021-11-28 17:16:28
181,Altamira,-3.2033,-52.2064,91.48999999999995,62,75,2.57,broken clouds,BR,2021-11-28 17:16:29
182,Turochak,52.2576,87.1224,19.687999999999988,97,100,0.57,overcast clouds,RU,2021-11-28 17:16:29
183,Mogadishu,2.0371,45.3438,81.30200000000008,75,11,4.34,few clouds,SO,2021-11-28 17:16:29
184,Dwarka,22.2394,68.9678,78.83600000000007,63,34,4.17,scattered clouds,IN,2021-11-28 17:16:30
185,Wanaka,-44.7,169.15,48.77600000000007,81,9,2.0,clear sky,NZ,2021-11-28 17:15:20
186,Lumby,50.2498,-118.969,39.79400000000004,93,100,3.6,overcast clouds,CA,2021-11-28 17:15:19
187,Gold Coast,-28.0,153.4333,66.27199999999999,88,90,4.63,overcast clouds,AU,2021-11-28 17:17:32
188,Aklavik,68.2191,-135.0107,-13.97199999999998,70,40,6.17,scattered clouds,CA,2021-11-28 17:17:33
189,Hithadhoo,-0.6,73.0833,81.86000000000007,74,88,7.03,overcast clouds,MV,2021-11-28 17:17:33
190,Saint George,37.1041,-113.5841,59.46800000000002,33,1,0.0,clear sky,US,2021-11-28 17:13:15
191,Carnarvon,-24.8667,113.6333,77.07199999999995,65,3,6.69,clear sky,AU,2021-11-28 17:17:34
192,Torbay,47.6666,-52.7314,50.773999999999944,66,20,9.77,few clouds,CA,2021-11-28 17:15:19
193,Balkhash,46.844,74.9804,23.791999999999973,51,5,6.07,clear sky,KZ,2021-11-28 17:17:35
194,Mackay,-21.15,149.2,78.06200000000007,82,50,3.02,moderate rain,AU,2021-11-28 17:15:18
195,Batagay-Alyta,67.8006,130.4114,-17.625999999999976,91,100,1.95,overcast clouds,RU,2021-11-28 17:17:35
196,Chokurdakh,70.6333,147.9167,-39.69400000000002,100,98,0.83,overcast clouds,RU,2021-11-28 17:17:36
197,Douentza,14.9951,-2.9517,92.53399999999993,10,84,2.22,broken clouds,ML,2021-11-28 17:17:36
198,Igarka,67.4667,86.5833,-6.915999999999997,100,96,1.98,overcast clouds,RU,2021-11-28 17:17:36
199,Harper,4.375,-7.7169,81.49999999999994,76,51,2.58,light rain,LR,2021-11-28 17:17:37
200,Katsuura,35.1333,140.3,48.307999999999936,56,3,2.39,clear sky,JP,2021-11-28 17:17:37
201,Faya,18.3851,42.4509,66.30799999999994,36,0,3.76,clear sky,SA,2021-11-28 17:17:38
202,Palmares Do Sul,-30.2578,-50.5097,80.16800000000006,63,100,1.67,overcast clouds,BR,2021-11-28 17:17:38
203,Hailar,49.2,119.7,7.718000000000018,99,88,2.37,overcast clouds,CN,2021-11-28 17:17:39
204,Svetlyy,54.675,20.1347,35.653999999999996,91,100,2.87,overcast clouds,RU,2021-11-28 17:17:39
205,Mahebourg,-20.4081,57.7,77.28799999999995,78,40,1.54,scattered clouds,MU,2021-11-28 17:17:40
206,Khatanga,71.9667,102.5,-8.536000000000001,97,100,4.76,overcast clouds,RU,2021-11-28 17:17:40
207,Hilo,19.7297,-155.09,69.53000000000003,83,20,2.57,few clouds,US,2021-11-28 17:17:41
208,Goderich,43.7501,-81.7165,32.323999999999955,86,100,5.14,light snow,CA,2021-11-28 17:17:41
209,Tepalcatepec,19.1833,-102.85,84.18199999999996,42,2,0.83,clear sky,MX,2021-11-28 17:17:42
210,Bathsheba,13.2167,-59.5167,86.61200000000002,70,40,7.2,scattered clouds,BB,2021-11-28 17:17:42
211,Methoni,36.8197,21.7049,64.25600000000003,85,65,7.6,broken clouds,GR,2021-11-28 17:17:42
212,Dalbandin,28.8947,64.4101,61.30400000000003,23,0,2.71,clear sky,PK,2021-11-28 17:17:43
213,Grindavik,63.8424,-22.4338,43.26800000000003,100,90,6.17,mist,IS,2021-11-28 17:17:43
214,Opuwo,-18.0607,13.84,86.108,16,93,7.4,overcast clouds,NA,2021-11-28 17:17:44
215,Vrangel,42.7297,133.0839,39.829999999999984,79,98,2.11,overcast clouds,RU,2021-11-28 17:17:44
216,Litovko,49.2361,135.1742,18.51800000000003,96,99,1.71,light snow,RU,2021-11-28 17:17:44
217,Biu,10.6129,12.1946,80.04199999999997,13,42,3.25,scattered clouds,NG,2021-11-28 17:17:45
218,Witu,-2.3889,40.4382,82.56200000000007,82,53,3.0,broken clouds,KE,2021-11-28 17:17:45
219,Margate,51.3813,1.3862,37.25599999999997,78,78,10.67,broken clouds,GB,2021-11-28 17:17:46
220,Tomatlan,19.9333,-105.25,86.39600000000002,47,95,1.12,overcast clouds,MX,2021-11-28 17:17:46
221,Marawi,7.9986,124.2928,68.55799999999994,94,55,0.81,broken clouds,PH,2021-11-28 17:17:46
222,Marsa Matruh,31.3525,27.2453,69.99799999999999,52,0,2.57,clear sky,EG,2021-11-28 17:17:47
223,Tateyama,34.9833,139.8667,48.21800000000002,54,1,2.86,clear sky,JP,2021-11-28 17:17:47
224,Asau,46.4333,26.4,45.51800000000003,83,60,1.96,broken clouds,RO,2021-11-28 17:17:48
225,Krasnoselkup,65.7,82.4667,-13.48599999999999,100,63,3.38,broken clouds,RU,2021-11-28 17:17:48
226,Colesberg,-30.72,25.0972,70.214,32,25,5.63,scattered clouds,ZA,2021-11-28 17:17:49
227,Cockburn Town,21.4612,-71.1419,76.964,73,40,1.03,scattered clouds,TC,2021-11-28 17:17:49
228,Kidal,18.4411,1.4078,85.58600000000007,13,63,0.75,broken clouds,ML,2021-11-28 17:17:49
229,Kodiak,57.79,-152.4072,6.3139999999999645,56,20,1.54,few clouds,US,2021-11-28 17:17:50
230,Talnakh,69.4865,88.3972,-14.22399999999999,97,97,1.53,overcast clouds,RU,2021-11-28 17:17:50
231,Ayagoz,47.9714,80.4392,8.402000000000044,80,1,4.17,clear sky,KZ,2021-11-28 17:20:43
232,Mariental,-24.6333,17.9667,90.12200000000001,3,0,7.28,clear sky,NA,2021-11-28 17:20:44
233,San Patricio,28.017,-97.5169,65.084,67,100,4.13,overcast clouds,US,2021-11-28 17:20:44
234,Burriana,39.889,-0.085,52.646000000000015,42,100,5.84,overcast clouds,ES,2021-11-28 17:20:44
235,Sovetskiy,61.3614,63.5842,20.569999999999993,91,100,3.99,overcast clouds,RU,2021-11-28 17:20:21
236,Luganville,-15.5333,167.1667,77.28799999999995,86,3,2.18,clear sky,VU,2021-11-28 17:20:45
237,Tazovskiy,67.4667,78.7,-11.254000000000019,99,94,1.97,overcast clouds,RU,2021-11-28 17:20:45
238,Araceli,10.5529,119.9913,82.238,83,81,7.6,broken clouds,PH,2021-11-28 17:20:46
239,Ancud,-41.8697,-73.8203,60.33199999999994,61,82,4.39,broken clouds,CL,2021-11-28 17:16:40
240,Tyup,42.7276,78.3648,15.22399999999999,62,4,1.98,clear sky,KG,2021-11-28 17:20:47
241,Yeniseysk,58.4497,92.1703,24.926000000000045,89,100,6.04,overcast clouds,RU,2021-11-28 17:20:47
242,Hay River,60.8156,-115.7999,13.981999999999971,85,75,1.54,light snow,CA,2021-11-28 17:20:16
